Código,Nome do Exercício,grupo_muscular,musculo_foco,url
100,Abdominal Amplitude Máxima,Abdome,Reto Abdominal,https://rcstorestaff.com.br/exercicios_html/100
101,Abdominal Canivete,Abdome,Reto Abdominal,https://rcstorestaff.com.br/exercicios_html/101
102,Abdominal Infra,Abdome,Infra-abdome,https://rcstorestaff.com.br/exercicios_html/102
103,Abdominal Oblíquo Amplitude Máxima,Abdome,Oblíquos,https://rcstorestaff.com.br/exercicios_html/103
105,Abdominal Oblíquo Unilateral,Abdome,Oblíquos,https://rcstorestaff.com.br/exercicios_html/105
106,Abdominal Oblíquo,Abdome,Oblíquos,https://rcstorestaff.com.br/exercicios_html/106
110,Abdominal Supra,Abdome,Reto Abdominal (parte superior),https://rcstorestaff.com.br/exercicios_html/110
112,Flexão de Punho,Antebraço,Antebraço,https://rcstorestaff.com.br/exercicios_html/112
113,Rosca Alternada,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/113
114,Rosca Concentrada,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/114
115,Rosca Direta com Halter,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/115
116,Rosca Direta com Corda no Cross Over,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/116
117,Rosca Direta,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/117
118,Rosca Scott,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/118
119,Rosca Unilateral no Cross Over,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/119
120,Rosca Martelo com Barra,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/120
121,Rosca Martelo com Halter,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/121
123,Crucifixo Inverso,Costas,Dorsais,https://rcstorestaff.com.br/exercicios_html/123
127,Pulley Fechado,Costas,Latíssimo do Dorso,https://rcstorestaff.com.br/exercicios_html/127
128,Pulley Frente,Costas,Latíssimo do Dorso,https://rcstorestaff.com.br/exercicios_html/128
130,Pull Over com Halteres,Peito,Peitoral,https://rcstorestaff.com.br/exercicios_html/130
131,Remada na Polia,Costas,Dorsais e Trapézio,https://rcstorestaff.com.br/exercicios_html/131
132,Remada Curvada com Barra,Costas,Dorsais e Trapézio,https://rcstorestaff.com.br/exercicios_html/132
133,Remada Curvada com Halter,Costas,Dorsais e Trapézio,https://rcstorestaff.com.br/exercicios_html/133
135,Remada Unilateral Cross Over,Costas,Dorsais e Trapézio,https://rcstorestaff.com.br/exercicios_html/135
136,Remada Unilateral,Costas,Dorsais e Trapézio,https://rcstorestaff.com.br/exercicios_html/136
137,Remada Curvada no Cross Over,Costas,Dorsais e Trapézio,https://rcstorestaff.com.br/exercicios_html/137
138,Remada Curvada na Barra Guiada,Costas,Dorsais e Trapézio,https://rcstorestaff.com.br/exercicios_html/138
142,Glúteo no Cross Over,Glúteo,Glúteo Máximo,https://rcstorestaff.com.br/exercicios_html/142
145,Desenvolvimento Alternado,Ombro,Deltoide (Anterior e Lateral),https://rcstorestaff.com.br/exercicios_html/145
147,Desenvolvimento com Barra,Ombro,Deltoide (Anterior e Lateral),https://rcstorestaff.com.br/exercicios_html/147
148,Desenvolvimento com Halter,Ombro,Deltoide (Anterior e Lateral),https://rcstorestaff.com.br/exercicios_html/148
151,Desenvolvimento Sentado na Barra Guiada,Ombro,Deltoide (Anterior e Lateral),https://rcstorestaff.com.br/exercicios_html/151
152,Elevação Frontal Alternada,Ombro,Deltoide Anterior,https://rcstorestaff.com.br/exercicios_html/152
153,Elevação Frontal com Halteres,Ombro,Deltoide Anterior,https://rcstorestaff.com.br/exercicios_html/153
154,Elevação Frontal no Cross Over,Ombro,Deltoide Anterior,https://rcstorestaff.com.br/exercicios_html/154
155,Elevação Frontal com Barra,Ombro,Deltoide Anterior,https://rcstorestaff.com.br/exercicios_html/155
156,Elevação Lateral no Cross Over,Ombro,Deltoide Lateral,https://rcstorestaff.com.br/exercicios_html/156
158,Elevação Lateral,Ombro,Deltoide Lateral,https://rcstorestaff.com.br/exercicios_html/158
159,Remada Alta com Barra,Ombro,Deltoide,https://rcstorestaff.com.br/exercicios_html/159
160,Remada Alta com Halter,Ombro,Deltoide,https://rcstorestaff.com.br/exercicios_html/160
161,Remada Alta Cross Over,Ombro,Deltoide,https://rcstorestaff.com.br/exercicios_html/161
163,Crucifixo 30º,Peito,Peitoral (Abertura),https://rcstorestaff.com.br/exercicios_html/163
164,Crucifixo 45º,Peito,Peitoral (Abertura),https://rcstorestaff.com.br/exercicios_html/164
165,Crucifixo Cross Over,Peito,Peitoral (Abertura),https://rcstorestaff.com.br/exercicios_html/165
166,Crucifixo Inverso no Cross Over,Ombro,Deltoide Posterior,https://rcstorestaff.com.br/exercicios_html/166
167,Crucifixo no Voador,Peito,Peitoral (Abertura),https://rcstorestaff.com.br/exercicios_html/167
168,Crucifixo,Peito,Peitoral (Abertura),https://rcstorestaff.com.br/exercicios_html/168
169,Flexão de Braços Fechado,Peito,Peitoral,https://rcstorestaff.com.br/exercicios_html/169
170,Flexão de Braços,Peito,Peitoral,https://rcstorestaff.com.br/exercicios_html/170
171,Supino Reto com Halteres,Peito,Peitoral Médio,https://rcstorestaff.com.br/exercicios_html/171
172,Supino Inclinado com Halteres,Peito,Peitoral Superior,https://rcstorestaff.com.br/exercicios_html/172
173,Supino Reto com Barra,Peito,Peitoral Médio,https://rcstorestaff.com.br/exercicios_html/173
174,Supino Inclinado com Barra,Peito,Peitoral Superior,https://rcstorestaff.com.br/exercicios_html/174
183,Flexão de Quadril Joelho Estendido,Perna,Membros Inferiores,https://rcstorestaff.com.br/exercicios_html/183
184,Flexão de Quadril Joelho Fletido,Perna,Membros Inferiores,https://rcstorestaff.com.br/exercicios_html/184
185,Flexão Plantar Unilateral,Perna,Panturrilha,https://rcstorestaff.com.br/exercicios_html/185
186,Flexão Plantar,Perna,Panturrilha,https://rcstorestaff.com.br/exercicios_html/186
187,Flexor Sentado,Perna,Posterior de Coxa,https://rcstorestaff.com.br/exercicios_html/187
188,Foot Press,Perna,Membros Inferiores,https://rcstorestaff.com.br/exercicios_html/188
190,Leg Press Inclinado,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/190
193,Leg Press,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/193
195,Panturrilha Sentado,Perna,Panturrilha,https://rcstorestaff.com.br/exercicios_html/195
197,Stiff,Perna,Posterior de Coxa,https://rcstorestaff.com.br/exercicios_html/197
198,Abdução no Cross Over,Glúteo,Glúteo Máximo,https://rcstorestaff.com.br/exercicios_html/198
202,Adução no Cross Over,Perna,Adutores,https://rcstorestaff.com.br/exercicios_html/202
205,Afundo na Barra Guiada,Perna,Quadríceps e Glúteos,https://rcstorestaff.com.br/exercicios_html/205
206,Afundo,Perna,Quadríceps e Glúteos,https://rcstorestaff.com.br/exercicios_html/206
208,Agachamento na Barra Guiada,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/208
209,Agachamento em Pé,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/209
210,Banco Abdutor,Glúteo,Glúteo Máximo,https://rcstorestaff.com.br/exercicios_html/210
211,Banco Adutor,Perna,Adutores,https://rcstorestaff.com.br/exercicios_html/211
212,Banco Extensor,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/212
213,Banco Flexor,Perna,Posterior de Coxa,https://rcstorestaff.com.br/exercicios_html/213
217,Tríceps no Cross Over,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/217
218,Tríceps Unilateral no Cross Over,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/218
219,Tríceps Francês,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/219
220,Tríceps Francês no Cross Over,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/220
221,Tríceps Francês Unilateral,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/221
222,Tríceps Kickback,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/222
224,Tríceps Peito com Barra,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/224
225,Tríceps Peito na Barra Guiada,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/225
226,Tríceps Pulley,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/226
227,Tríceps Testa,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/227
228,Tríceps Testa Cross Over,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/228
230,Tríceps Corda no Cross Over,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/230
232,Supino Vertical na Máquina,Peito,Peitoral Médio,https://rcstorestaff.com.br/exercicios_html/232
233,Stiff Unilateral com Halter,Glúteo,Glúteo Máximo,https://rcstorestaff.com.br/exercicios_html/233
234,Stiff Unilateral com Barra,Glúteo,Glúteo Máximo,https://rcstorestaff.com.br/exercicios_html/234
235,Pull Down,Costas,Latíssimo do Dorso,https://rcstorestaff.com.br/exercicios_html/235
236,Abdominal Prancha,Abdome,Core (estabilização),https://rcstorestaff.com.br/exercicios_html/236
237,Abdominal Elevação Perna no Solo,Abdome,Reto Abdominal,https://rcstorestaff.com.br/exercicios_html/237
238,Manguito Rotador no Cross Over,Ombro,Deltoide,https://rcstorestaff.com.br/exercicios_html/238
239,Elevação de Panturrilha com Barra,Perna,Panturrilha,https://rcstorestaff.com.br/exercicios_html/239
240,Flexão de Joelho na Bola Suíça,Glúteo,Glúteo Máximo,https://rcstorestaff.com.br/exercicios_html/240
241,Agachamento com Halter,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/241
242,Elevação Pélvica,Glúteo,Glúteo Máximo,https://rcstorestaff.com.br/exercicios_html/242
243,Desenvolvimento Arnold,Ombro,Deltoide (Anterior e Lateral),https://rcstorestaff.com.br/exercicios_html/243
246,Agachamento Sumô com Kettlebell,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/246
247,Extensão dos Pés com Halter,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/247
248,"Abdominal com ""Rolinho""",Abdome,Reto Abdominal,https://rcstorestaff.com.br/exercicios_html/248
249,Rosca Concentrada com Barra,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/249
250,Rosca Corda no Cross Over,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/250
251,Abdominal Infra com Elevação de Pernas,Abdome,Infra-abdome,https://rcstorestaff.com.br/exercicios_html/251
252,Agachamento Livre,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/252
253,Coice Simultâneo,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/253
254,Cruzamento Oblíquo V,Abdome,Oblíquos,https://rcstorestaff.com.br/exercicios_html/254
255,Escalador,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/255
256,Wood Chop,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/256
257,Burpee,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/257
258,Lunge Punch com Halter,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/258
259,Polichinelo,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/259
260,Prancha de Braços Jacks,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/260
262,Toe Touch Unilateral no Solo,Abdome,Reto Abdominal,https://rcstorestaff.com.br/exercicios_html/262
263,Esteira,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/263
267,Pular Corda,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/267
268,Abdominal Bicicleta,Abdome,Reto Abdominal,https://rcstorestaff.com.br/exercicios_html/268
269,Super Homem,Costas,Dorsais,https://rcstorestaff.com.br/exercicios_html/269
270,Rosca Simultânea no Cross,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/270
271,Banco Extensor Unilateral,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/271
272,Rosca Direta Inversa,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/272
273,Corrida no Mesmo Lugar,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/273
274,Mãos Entrelaçadas Para Trás,Peito,Peitoral,https://rcstorestaff.com.br/exercicios_html/274
275,Mãos nos Pés,Perna,Membros Inferiores,https://rcstorestaff.com.br/exercicios_html/275
276,Alongamento de Quadríceps,Alongamento,Alongamento Geral,https://rcstorestaff.com.br/exercicios_html/276
278,Ombro Lateral Esticado,Ombro,Deltoide Lateral,https://rcstorestaff.com.br/exercicios_html/278
279,Lateral Aberta,Perna,Membros Inferiores,https://rcstorestaff.com.br/exercicios_html/279
280,Alongamento para Lombar,Alongamento,Alongamento Geral,https://rcstorestaff.com.br/exercicios_html/280
281,Bíceps Femoral,Perna,Posterior de Coxa,https://rcstorestaff.com.br/exercicios_html/281
282,Rosca Scott Unilateral,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/282
283,Tríceps Francês Barra Livre,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/283
284,Afundo com Halteres,Perna,Quadríceps e Glúteos,https://rcstorestaff.com.br/exercicios_html/284
285,V-Sit,Abdome,Reto Abdominal,https://rcstorestaff.com.br/exercicios_html/285
286,Squats,Perna,Membros Inferiores,https://rcstorestaff.com.br/exercicios_html/286
287,Encolhimento de Ombros por Trás com Barra,Ombro,Trapézio Superior,https://rcstorestaff.com.br/exercicios_html/287
288,Flexão Solo com Apoio,Peito,Peitoral,https://rcstorestaff.com.br/exercicios_html/288
289,Split Jerk,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/289
290,Pistol Squat,Perna,Membros Inferiores,https://rcstorestaff.com.br/exercicios_html/290
291,Box Jump,Perna,Membros Inferiores,https://rcstorestaff.com.br/exercicios_html/291
292,Avanço,Perna,Quadríceps e Glúteos,https://rcstorestaff.com.br/exercicios_html/292
293,Agachamento Sumô Halteres e Step,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/293
294,Abdominal Butterfly,Abdome,Reto Abdominal,https://rcstorestaff.com.br/exercicios_html/294
295,Box Jump Over,Perna,Membros Inferiores,https://rcstorestaff.com.br/exercicios_html/295
297,Pose do Camelo,Abdome,Reto Abdominal,https://rcstorestaff.com.br/exercicios_html/297
298,Lateral Alongada,Costas,Dorsais,https://rcstorestaff.com.br/exercicios_html/298
300,Rosca no Cabo (Deitado),Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/300
302,Levantamento Terra,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/302
303,Agachamento Frontal,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/303
305,Rotação de Punho com Halter,Mobilidade,Mobilidade Articular,https://rcstorestaff.com.br/exercicios_html/305
306,Rosca Direta com Barra W,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/306
307,Rosca Direta Bilateral na Polia Baixa,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/307
308,Rosca Alternada com Isometria,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/308
309,Rosca 21 Inversa,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/309
310,Rosca Bíceps no Banco Inclinado,Bíceps,Bíceps,https://rcstorestaff.com.br/exercicios_html/310
313,Agachamento com Salto,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/313
314,Lunge com Salto,Perna,Quadríceps e Glúteos,https://rcstorestaff.com.br/exercicios_html/314
315,Ondulação Vertical Alternada com Corda Naval,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/315
316,Remada em Prancha com Kettlebell,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/316
317,American Swing,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/317
320,Corrida Estacionária na Parede,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/320
321,Bike Spinning,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/321
325,Caminhada com Pesos,Corpo,Corpo Inteiro,https://rcstorestaff.com.br/exercicios_html/325
326,Extensão de Punho,Antebraço,Antebraço,https://rcstorestaff.com.br/exercicios_html/326
327,Rosca Inversa no Cross,Antebraço,Antebraço,https://rcstorestaff.com.br/exercicios_html/327
328,Puxador com Triângulo,Costas,Dorsais,https://rcstorestaff.com.br/exercicios_html/328
333,Remada Baixa Supinada,Costas,Dorsais e Trapézio,https://rcstorestaff.com.br/exercicios_html/333
334,Remada Baixa Pronada,Costas,Dorsais e Trapézio,https://rcstorestaff.com.br/exercicios_html/334
335,Remada Baixa Neutra,Costas,Dorsais e Trapézio,https://rcstorestaff.com.br/exercicios_html/335
336,Subida no Banco,Perna,Membros Inferiores,https://rcstorestaff.com.br/exercicios_html/336
337,Subida no Banco com Caneleira,Perna,Membros Inferiores,https://rcstorestaff.com.br/exercicios_html/337
338,Elevação Lateral e Frontal,Ombro,Deltoide Lateral,https://rcstorestaff.com.br/exercicios_html/338
339,Manguito Rotador no Cross Over Interno,Ombro,Deltoide,https://rcstorestaff.com.br/exercicios_html/339
340,Agachamento Búlgaro,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/340
341,Banco Isométrico,Perna,Membros Inferiores,https://rcstorestaff.com.br/exercicios_html/341
342,Banco Flexor Unilateral,Perna,Posterior de Coxa,https://rcstorestaff.com.br/exercicios_html/342
343,Panturrilha no Leg Press,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/343
344,Remada Alta com Corda,Ombro,Deltoide,https://rcstorestaff.com.br/exercicios_html/344
345,Tríceps Inverso na Polia,Tríceps,Tríceps,https://rcstorestaff.com.br/exercicios_html/345
347,Agachamento no Cross Over,Perna,Quadríceps,https://rcstorestaff.com.br/exercicios_html/347
349,Agachamento Sumô na Barra Guiada,Glúteo,Glúteo Máximo,https://rcstorestaff.com.br/exercicios_html/349
350,Remada Cavalinho no Cross Over,Costas,Dorsais e Trapézio,https://rcstorestaff.com.br/exercicios_html/350
354,Elevação de Joelhos na Barra Fixa,Abdome,Reto Abdominal,https://rcstorestaff.com.br/exercicios_html/354
355,Elevação de Perna na Barra Fixa,Abdome,Reto Abdominal,https://rcstorestaff.com.br/exercicios_html/355
358,Abdominal Flutter Kick,Abdome,Reto Abdominal,https://rcstorestaff.com.br/exercicios_html/358
359,Air Squat,Perna,Membros Inferiores,https://rcstorestaff.com.br/exercicios_html/359
360,Bola Crunch,Abdome,Reto Abdominal,https://rcstorestaff.com.br/exercicios_html/360
361,Crucifixo Inverso no Peck Deck com Pegada Neutra,Costas,Dorsais,https://rcstorestaff.com.br/exercicios_html/361
362,Encolhimento com Barra,Ombro,Trapézio Superior,https://rcstorestaff.com.br/exercicios_html/362
363,Encolhimento com Halter,Ombro,Trapézio Superior,https://rcstorestaff.com.br/exercicios_html/363
364,Levantamento Terra Sumô,Perna,Membros Inferiores,https://rcstorestaff.com.br/exercicios_html/364
365,Alongamento dos Braços para Cima,Alongamento,Alongamento Geral,https://rcstorestaff.com.br/exercicios_html/365
366,Alongamento dos Braços para Frente,Alongamento,Alongamento Geral,https://rcstorestaff.com.br/exercicios_html/366
367,Alongamento do Tríceps,Alongamento,Alongamento Geral,https://rcstorestaff.com.br/exercicios_html/367
368,Alongamento do Pescoço,Alongamento,Alongamento Geral,https://rcstorestaff.com.br/exercicios_html/368
